Sr. No.,Remitter Bank,Total Volume,Approved%,BD%,TD%,Year,Month,Remitter Bank Clean,Bank_Type,TD_Percent,BD_Percent,Approved_Percent
33,Karur Vysya Bank,9319,0.9005,0.0882,0.0113,2024,July,karur vysya bank,Private Sector,1.13,8.82,90.05
34,South Indian Bank,9291,0.9242,0.0756,0.0002,2024,July,south indian bank,Private Sector,0.02,7.5600000000000005,92.42
35,DCB Bank Ltd,7421,0.9097,0.0481,0.0421999999999999,2024,July,dcb bank ltd,Other/Cooperative,4.21999999999999,4.81,90.97
36,Tamilnad Mercantile Bank,6526,0.9346,0.0645,0.0009,2024,July,tamilnad mercantile bank,Other/Cooperative,0.09,6.45,93.46
37,RBL Bank,6445,0.8146,0.1467999999999999,0.0385999999999999,2024,July,rbl bank,Other/Cooperative,3.8599999999999897,14.67999999999999,81.46
38,Surat People Cooperative Bank,5717,0.9188,0.0763,0.0049,2024,July,surat people cooperative bank,Other/Cooperative,0.49,7.630000000000001,91.88
39,City Union Bank,5635,0.9161,0.0747,0.0092,2024,July,city union bank,Private Sector,0.9199999999999999,7.470000000000001,91.61
40,HSBC,5527,0.9224,0.0215,0.0561,2024,July,hsbc,Other/Cooperative,5.609999999999999,2.15,92.24
41,Utkarsh Small Finance Bank Ltd,4064,0.9139,0.0389,0.0472,2024,July,utkarsh small finance bank ltd,Other/Cooperative,4.72,3.8899999999999997,91.39
42,Svc co-operative bank ltd,3696,0.9518,0.0373,0.0108,2024,July,svc co-operative bank ltd,Other/Cooperative,1.08,3.73,95.17999999999999
43,TJSB Sahakari Bank Ltd,2992,0.9288,0.0705,0.0007,2024,July,tjsb sahakari bank ltd,Other/Cooperative,0.06999999999999999,7.049999999999999,92.88
44,Jammu and Kashmir Bank,2922,0.8593000000000001,0.1362,0.0044,2024,July,jammu and kashmir bank,Other/Cooperative,0.44,13.62,85.93
45,The Ahmedabad Mercantile Co- op. Bank Ltd,2831,0.9424,0.0187,0.0389,2024,July,the ahmedabad mercantile co- op. bank ltd,Other/Cooperative,3.8899999999999997,1.87,94.24
46,Nutan Nagrik Sahakari Bank,1178,0.8845999999999999,0.0569,0.0586,2024,July,nutan nagrik sahakari bank,Other/Cooperative,5.86,5.6899999999999995,88.46
47,Janata Sahakari Bank Ltd. Pune,1163,0.9218,0.0765,0.0017,2024,July,janata sahakari bank ltd. pune,Other/Cooperative,0.16999999999999998,7.6499999999999995,92.17999999999999
48,Dhanlaxmi Bank Ltd,913,0.9102,0.0865,0.0033,2024,July,dhanlaxmi bank ltd,Other/Cooperative,0.33,8.649999999999999,91.02
49,CSB Bank Ltd,867,0.8743000000000001,0.1096,0.0161,2024,July,csb bank ltd,Other/Cooperative,1.6099999999999999,10.96,87.43
50,GP PARSIK BANK,699,0.8382999999999999,0.0458,0.1159,2024,July,gp parsik bank,Other/Cooperative,11.59,4.58,83.83
51,Deutsche Bank,237,0.8819,0.0338,0.0844,2024,July,deutsche bank,Other/Cooperative,8.44,3.38,88.19
1,State Bank Of India,4388393,0.9473,0.0527,0.0001,2024,August,state bank of india,Public Sector,0.01,5.27,94.73
2,HDFC BANK LTD,2642517,0.9128,0.0871,0.0001,2024,August,hdfc bank ltd,Other/Cooperative,0.01,8.709999999999999,91.28
3,ICICI Bank,1028155,0.9564,0.0436,0.0001,2024,August,icici bank,Private Sector,0.01,4.36,95.64
4,Bank of Baroda,1527562,0.9513,0.0486,0.0001,2024,August,bank of baroda,Public Sector,0.01,4.859999999999999,95.13000000000001
5,Axis Bank Ltd.,1068986,0.963,0.037,0.0001,2024,August,axis bank ltd.,Other/Cooperative,0.01,3.6999999999999997,96.3
6,Punjab National Bank,794771,0.9542,0.0457,0.0001,2024,August,punjab national bank,Public Sector,0.01,4.569999999999999,95.42
7,Kotak Mahindra Bank,530717,0.9459,0.054,0.0001,2024,August,kotak mahindra bank,Private Sector,0.01,5.4,94.59
8,Union Bank of India,667053,0.8870999999999999,0.1125,0.0003,2024,August,union bank of india,Public Sector,0.03,11.25,88.71
9,Bank of India,610199,0.9586,0.0412999999999999,0.0001,2024,August,bank of india,Public Sector,0.01,4.12999999999999,95.86
10,Canara Bank,392145,0.9474,0.0525,0.0001,2024,August,canara bank,Public Sector,0.01,5.25,94.74000000000001
11,Central Bank Of India,252232,0.9673,0.0326,0.0001,2024,August,central bank of india,Public Sector,0.01,3.26,96.73
12,IDBI Bank Limited,241036,0.9519,0.048,0.0001,2024,August,idbi bank limited,Public Sector,0.01,4.8,95.19
13,IDFC FIRST Bank,170121,0.9482,0.0518,0.0001,2024,August,idfc first bank,Private Sector,0.01,5.18,94.82000000000001
14,Indian Bank,180199,0.9394,0.0605999999999999,0.0001,2024,August,indian bank,Public Sector,0.01,6.05999999999999,93.94
15,INDUSIND BANK,103761,0.9464,0.0535,0.0001,2024,August,indusind bank,Private Sector,0.01,5.35,94.64
16,Yes Bank Ltd,138210,0.9214,0.0785,0.0001,2024,August,yes bank ltd,Other/Cooperative,0.01,7.85,92.14
17,UCO Bank,139044,0.9091,0.0908,0.0001,2024,August,uco bank,Public Sector,0.01,9.08,90.91
18,AU small Finance Bank,97969,0.9531,0.0469,0.0001,2024,August,au small finance bank,Other/Cooperative,0.01,4.6899999999999995,95.30999999999999
19,Bank of Maharashtra,99981,0.9468,0.0530999999999999,0.0001,2024,August,bank of maharashtra,Public Sector,0.01,5.30999999999999,94.67999999999999
20,The Mehsana Urban Co-Operative Bank Ltd.,80019,0.9506,0.0491,0.0003,2024,August,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.03,4.91,95.06
21,Indian Overseas Bank,86009,0.9252,0.0747,0.0001,2024,August,indian overseas bank,Public Sector,0.01,7.470000000000001,92.52
22,Rajkot Nagrik Sahakari Bank Ltd.,58975,0.9666,0.0331,0.0003,2024,August,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.03,3.3099999999999996,96.66
23,Federal Bank,68003,0.9291,0.0709,0.0,2024,August,federal bank,Private Sector,0.0,7.090000000000001,92.91
24,Bandhan Bank,49866,0.888,0.1119,0.0001,2024,August,bandhan bank,Private Sector,0.01,11.19,88.8
25,Standard Chartered,38207,0.9584,0.0416,0.0,2024,August,standard chartered,Private Sector,0.0,4.16,95.84
26,Karnataka Bank,39992,0.9293,0.0706,0.0,2024,August,karnataka bank,Private Sector,0.0,7.06,92.93
27,Saraswat Bank,35716,0.9533,0.0466,0.0001,2024,August,saraswat bank,Other/Cooperative,0.01,4.66,95.33
28,The Kalupur Commercial Co-operative Bank Ltd,26885,0.9637,0.0363,0.0,2024,August,the kalupur commercial co-operative bank ltd,Other/Cooperative,0.0,3.63,96.37
29,Equitas Small Finance Bank,21626,0.9573,0.0426999999999999,0.0,2024,August,equitas small finance bank,Other/Cooperative,0.0,4.26999999999999,95.73
30,Punjab and Sind Bank,23000,0.9455,0.0545,0.0,2024,August,punjab and sind bank,Public Sector,0.0,5.45,94.55
31,DBS Bank India Limited,14325,0.9904,0.0096,0.0,2024,August,dbs bank india limited,Other/Cooperative,0.0,0.96,99.03999999999999
32,Karur Vysya Bank,22852,0.9071,0.0929,0.0,2024,August,karur vysya bank,Private Sector,0.0,9.29,90.71000000000001
33,South Indian Bank,22105,0.9335,0.0663,0.0002,2024,August,south indian bank,Private Sector,0.02,6.63,93.35
34,DCB Bank Ltd,16088,0.9526,0.0473,0.0001,2024,August,dcb bank ltd,Other/Cooperative,0.01,4.73,95.26
35,Tamilnad Mercantile Bank,14850,0.9436,0.0562,0.0001,2024,August,tamilnad mercantile bank,Other/Cooperative,0.01,5.62,94.36
36,RBL Bank Ltd,14278,0.862,0.138,0.0,2024,August,rbl bank ltd,Other/Cooperative,0.0,13.8,86.2
37,Surat People Cooperative Bank,9271,0.8615999999999999,0.1382,0.0002,2024,August,surat people cooperative bank,Other/Cooperative,0.02,13.819999999999999,86.16
38,City Union Bank,13244,0.9178,0.0822,0.0,2024,August,city union bank,Private Sector,0.0,8.219999999999999,91.78
39,HSBC,12655,0.9399,0.0601,0.0,2024,August,hsbc,Other/Cooperative,0.0,6.01,93.99
40,Utkarsh Small Finance Bank Ltd,8745,0.9325,0.0675,0.0,2024,August,utkarsh small finance bank ltd,Other/Cooperative,0.0,6.75,93.25
41,Svc co-operative bank ltd,8434,0.9647,0.0352,0.0001,2024,August,svc co-operative bank ltd,Other/Cooperative,0.01,3.52,96.47
42,TJSB Sahakari Bank Ltd,7140,0.935,0.0648,0.0001,2024,August,tjsb sahakari bank ltd,Other/Cooperative,0.01,6.4799999999999995,93.5
43,Jammu and Kashmir Bank,8861,0.8966,0.1033999999999999,0.0,2024,August,jammu and kashmir bank,Other/Cooperative,0.0,10.33999999999999,89.66
44,The Ahmedabad Mercantile Co- op. Bank Ltd,5810,0.9883,0.0113999999999999,0.0003,2024,August,the ahmedabad mercantile co- op. bank ltd,Other/Cooperative,0.03,1.13999999999999,98.83
45,Nutan Nagrik Sahakari Bank,2147,0.9506,0.0489,0.0005,2024,August,nutan nagrik sahakari bank,Other/Cooperative,0.05,4.89,95.06
46,Janata Sahakari Bank Ltd. Pune,2675,0.9279,0.0721,0.0,2024,August,janata sahakari bank ltd. pune,Other/Cooperative,0.0,7.21,92.78999999999999
47,Dhanlaxmi Bank Ltd,2380,0.8933,0.1067,0.0,2024,August,dhanlaxmi bank ltd,Other/Cooperative,0.0,10.67,89.33
48,CSB Bank Ltd,2160,0.9245,0.075,0.0005,2024,August,csb bank ltd,Other/Cooperative,0.05,7.5,92.45
49,GP PARSIK BANK,1314,0.9848,0.0152,0.0,2024,August,gp parsik bank,Other/Cooperative,0.0,1.52,98.48
50,Deutsche Bank,503,0.9145,0.0855,0.0,2024,August,deutsche bank,Other/Cooperative,0.0,8.55,91.45
1,State Bank Of India,8768236,0.9541,0.0458999999999999,0.0,2024,December,state bank of india,Public Sector,0.0,4.58999999999999,95.41
2,HDFC BANK LTD,4935450,0.9638,0.0333,0.0029,2024,December,hdfc bank ltd,Other/Cooperative,0.29,3.3300000000000005,96.38
3,Bank of Baroda,3253636,0.9546,0.0409,0.0044,2024,December,bank of baroda,Public Sector,0.44,4.09,95.46
4,Axis Bank Ltd.,2042387,0.9676,0.0321,0.0004,2024,December,axis bank ltd.,Other/Cooperative,0.04,3.2099999999999995,96.76
5,ICICI Bank,1940547,0.9657,0.0337,0.0006,2024,December,icici bank,Private Sector,0.06,3.37,96.57
6,Punjab National Bank,1646777,0.9647,0.0348,0.0004,2024,December,punjab national bank,Public Sector,0.04,3.4799999999999995,96.47
7,Union Bank of India,1436010,0.833,0.1669,0.0,2024,December,union bank of india,Public Sector,0.0,16.689999999999998,83.3
8,Kotak Mahindra Bank,1178808,0.9588,0.0412,0.0,2024,December,kotak mahindra bank,Private Sector,0.0,4.12,95.88
9,Bank of India,1251980,0.9675,0.0325,0.0,2024,December,bank of india,Public Sector,0.0,3.25,96.75
10,Canara Bank,853647,0.9604,0.0395,0.0001,2024,December,canara bank,Public Sector,0.01,3.95,96.04
11,IDBI Bank Limited,473484,0.9602,0.0116999999999999,0.0281,2024,December,idbi bank limited,Public Sector,2.81,1.16999999999999,96.02000000000001
12,Central Bank Of India,508593,0.9658,0.0313,0.003,2024,December,central bank of india,Public Sector,0.3,3.1300000000000003,96.58
13,Indian Bank,383893,0.9537,0.0462,0.0,2024,December,indian bank,Public Sector,0.0,4.62,95.37
14,IDFC FIRST Bank,320451,0.9527,0.0472,0.0001,2024,December,idfc first bank,Private Sector,0.01,4.72,95.27
15,INDUSIND BANK,294341,0.9585,0.0409999999999999,0.0005,2024,December,indusind bank,Private Sector,0.05,4.09999999999999,95.85000000000001
16,UCO Bank,281982,0.9229,0.0771,0.0,2024,December,uco bank,Public Sector,0.0,7.71,92.29
17,Yes Bank Ltd,250529,0.9224,0.0772,0.0004,2024,December,yes bank ltd,Other/Cooperative,0.04,7.720000000000001,92.24
18,Bank of Maharashtra,230398,0.9634,0.0366,0.0,2024,December,bank of maharashtra,Public Sector,0.0,3.66,96.34
19,Federal Bank,144731,0.9454,0.0546,0.0,2024,December,federal bank,Private Sector,0.0,5.46,94.54
20,Indian Overseas Bank,182160,0.963,0.037,0.0,2024,December,indian overseas bank,Public Sector,0.0,3.6999999999999997,96.3
21,AU small Finance Bank,206780,0.916,0.0839,0.0,2024,December,au small finance bank,Other/Cooperative,0.0,8.39,91.60000000000001
22,The Mehsana Urban Co-Operative Bank Ltd.,150291,0.9652,0.0348,0.0,2024,December,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.0,3.4799999999999995,96.52
23,Bandhan Bank,102301,0.9082,0.0918,0.0,2024,December,bandhan bank,Private Sector,0.0,9.180000000000001,90.82000000000001
24,Karnataka Bank,88423,0.9442,0.0558,0.0,2024,December,karnataka bank,Private Sector,0.0,5.58,94.42
25,Standard Chartered,62585,0.9621,0.0379,0.0,2024,December,standard chartered,Private Sector,0.0,3.7900000000000005,96.21
26,Rajkot Nagrik Sahakari Bank Ltd.,107283,0.9685,0.0315,0.0,2024,December,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.0,3.15,96.85000000000001
27,Saraswat Bank,70080,0.9579,0.0387,0.0034,2024,December,saraswat bank,Other/Cooperative,0.33999999999999997,3.8699999999999997,95.78999999999999
28,South Indian Bank,40202,0.9406,0.0594,0.0,2024,December,south indian bank,Private Sector,0.0,5.94,94.06
29,Karur Vysya Bank,46061,0.926,0.074,0.0,2024,December,karur vysya bank,Private Sector,0.0,7.3999999999999995,92.60000000000001
30,Punjab and Sind Bank,53066,0.9591,0.0406,0.0003,2024,December,punjab and sind bank,Public Sector,0.03,4.06,95.91
31,Equitas Small Finance Bank,41859,0.9665,0.0335,0.0,2024,December,equitas small finance bank,Other/Cooperative,0.0,3.35,96.65
32,The Kalupur Commercial Co-operative Bank Ltd,54687,0.9632,0.036,0.0007,2024,December,the kalupur commercial co-operative bank ltd,Other/Cooperative,0.06999999999999999,3.5999999999999996,96.32
33,DBS Bank India Limited,26992,0.9898,0.0102,0.0,2024,December,dbs bank india limited,Other/Cooperative,0.0,1.02,98.98
34,RBL Ltd,28450,0.9044,0.0956,0.0,2024,December,rbl ltd,Other/Cooperative,0.0,9.56,90.44
35,DCB Bank Ltd,32443,0.965,0.035,0.0,2024,December,dcb bank ltd,Other/Cooperative,0.0,3.5000000000000004,96.5
36,HSBC,22554,0.9372,0.0116,0.0512,2024,December,hsbc,Other/Cooperative,5.12,1.16,93.72
37,City Union Bank,26375,0.9297,0.0702,0.0001,2024,December,city union bank,Private Sector,0.01,7.02,92.97
38,Tamilnad Mercantile Bank,29676,0.9557,0.0443,0.0,2024,December,tamilnad mercantile bank,Other/Cooperative,0.0,4.43,95.57
39,Jammu and Kashmir Bank,19349,0.9286,0.0714,0.0,2024,December,jammu and kashmir bank,Other/Cooperative,0.0,7.140000000000001,92.86
40,Svc co-operative bank ltd,16952,0.9699,0.0287,0.0014,2024,December,svc co-operative bank ltd,Other/Cooperative,0.13999999999999999,2.87,96.99
41,Surat People Cooperative Bank,21839,0.9345,0.0655,0.0,2024,December,surat people cooperative bank,Other/Cooperative,0.0,6.550000000000001,93.45
42,TJSB Sahakari Bank Ltd,14658,0.9243,0.0757,0.0,2024,December,tjsb sahakari bank ltd,Other/Cooperative,0.0,7.57,92.43
43,Utkarsh Small Finance Bank Ltd,16253,0.936,0.0394,0.0247,2024,December,utkarsh small finance bank ltd,Other/Cooperative,2.4699999999999998,3.94,93.60000000000001
44,The Ahmedabad Mercantile Co- op. Bank Ltd,10778,0.9891,0.0104,0.0006,2024,December,the ahmedabad mercantile co- op. bank ltd,Other/Cooperative,0.06,1.04,98.91
45,Janata Sahakari Bank Ltd. Pune,5427,0.9237,0.0763,0.0,2024,December,janata sahakari bank ltd. pune,Other/Cooperative,0.0,7.630000000000001,92.36999999999999
46,Dhanlaxmi Bank Ltd,4505,0.9228,0.0772,0.0,2024,December,dhanlaxmi bank ltd,Other/Cooperative,0.0,7.720000000000001,92.28
47,CSB Bank Ltd,4594,0.9432,0.0567999999999999,0.0,2024,December,csb bank ltd,Other/Cooperative,0.0,5.67999999999999,94.32000000000001
48,GP PARSIK BANK,3253,0.9736,0.0264,0.0,2024,December,gp parsik bank,Other/Cooperative,0.0,2.64,97.36
49,Nutan Nagrik Sahakari Bank,4516,0.9595,0.0379,0.0027,2024,December,nutan nagrik sahakari bank,Other/Cooperative,0.27,3.7900000000000005,95.95
50,Jana Small Finance Bank,1481,0.0,0.5354,0.4646,2024,December,jana small finance bank,Other/Cooperative,46.46,53.54,0.0
51,Deutsche Bank,797,0.9172,0.0,0.0828,2024,December,deutsche bank,Other/Cooperative,8.28,0.0,91.72
1,State Bank of India,87630,0.9135,0.0799,0.0066,2023,march,state bank of india,Public Sector,0.66,7.99,91.35
2,HDFC BANK LTD,48915,0.9454,0.0519,0.0026,2023,march,hdfc bank ltd,Other/Cooperative,0.26,5.19,94.54
3,Bank of Baroda,37681,0.9074,0.0873,0.0053,2023,march,bank of baroda,Public Sector,0.53,8.73,90.74
4,ICICI Bank,29185,0.9617,0.0378,0.0005,2023,march,icici bank,Private Sector,0.05,3.7800000000000002,96.17
5,Axis Bank Ltd.,21253,0.9312,0.0681,0.0007,2023,march,axis bank ltd.,Other/Cooperative,0.06999999999999999,6.81,93.12
6,Bank of India,15438,0.9449,0.0524,0.0027,2023,march,bank of india,Public Sector,0.27,5.24,94.49
7,Kotak Mahindra Bank,15194,0.9138,0.0674,0.0187999999999999,2023,march,kotak mahindra bank,Private Sector,1.8799999999999901,6.74,91.38
8,Punjab National Bank,14159,0.924,0.0708,0.0052,2023,march,punjab national bank,Public Sector,0.52,7.08,92.4
9,Union Bank of India,12704,0.936,0.0615,0.0024,2023,march,union bank of india,Public Sector,0.24,6.15,93.60000000000001
10,Canara Bank,7181,0.9295,0.0651,0.0054,2023,march,canara bank,Public Sector,0.54,6.510000000000001,92.95
11,Central Bank Of India,6159,0.9342,0.0401,0.0256999999999999,2023,march,central bank of india,Public Sector,2.56999999999999,4.01,93.42
12,IDBI Bank Limited,6148,0.9156,0.0516,0.0329,2023,march,idbi bank limited,Public Sector,3.29,5.16,91.56
13,INDUSIND BANK,3671,0.93,0.0556,0.0144,2023,march,indusind bank,Private Sector,1.44,5.56,93.0
14,Yes Bank Ltd,3556,0.8875,0.1122,0.0003,2023,march,yes bank ltd,Other/Cooperative,0.03,11.219999999999999,88.75
15,Indian Bank,3393,0.8584999999999999,0.1211999999999999,0.0203,2023,march,indian bank,Public Sector,2.03,12.11999999999999,85.85
16,The Mehsana Urban Co-Operative Bank Ltd.,2811,0.9192,0.0772,0.0036,2023,march,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.36,7.720000000000001,91.92
17,IDFC FIRST Bank,2717,0.9139,0.074,0.0121,2023,march,idfc first bank,Private Sector,1.21,7.3999999999999995,91.39
18,Rajkot Nagrik Sahakari Bank Ltd.,2373,0.9477,0.0493,0.0029,2023,march,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.29,4.93,94.77
19,UCO Bank,2505,0.8754000000000001,0.1082,0.0163999999999999,2023,march,uco bank,Public Sector,1.6399999999999901,10.82,87.54
20,AU Small Finance bank,1901,0.8895000000000001,0.1031,0.0074,2023,march,au small finance bank,Other/Cooperative,0.74,10.31,88.95
21,Bank of Maharashtra,1639,0.9298,0.0641,0.0061,2023,march,bank of maharashtra,Public Sector,0.61,6.41,92.97999999999999
22,Indian Overseas Bank,1604,0.9327,0.0667,0.0006,2023,march,indian overseas bank,Public Sector,0.06,6.67,93.27
23,Federal Bank,1286,0.8694,0.126,0.0047,2023,march,federal bank,Private Sector,0.47000000000000003,12.6,86.94
24,Bandhan Bank,1020,0.9157,0.0696,0.0147,2023,march,bandhan bank,Private Sector,1.47,6.959999999999999,91.57
25,Citibank,930,0.957,0.043,0.0,2023,march,citibank,Other/Cooperative,0.0,4.3,95.7
26,South Indian Bank,945,0.9344,0.0624,0.0032,2023,march,south indian bank,Private Sector,0.32,6.239999999999999,93.44
27,Equitas Bank,784,0.9311,0.0663,0.0026,2023,march,equitas bank,Other/Cooperative,0.26,6.63,93.11
28,Standard Chartered,739,0.935,0.0636,0.0014,2023,march,standard chartered,Private Sector,0.13999999999999999,6.36,93.5
29,Karnataka Bank,717,0.8759,0.0837,0.0404,2023,march,karnataka bank,Private Sector,4.04,8.37,87.59
30,Saraswat Bank,613,0.9364,0.0636,0.0,2023,march,saraswat bank,Other/Cooperative,0.0,6.36,93.64
31,Kalupur Commercial Cooperative Bank,559,0.932,0.0608,0.0072,2023,march,kalupur commercial cooperative bank,Other/Cooperative,0.72,6.08,93.2
32,DBS BANK LTD,481,0.9002,0.0975,0.0023,2023,march,dbs bank ltd,Other/Cooperative,0.22999999999999998,9.75,90.02
33,Karur Vysya Bank,495,0.7394,0.2,0.0605999999999999,2023,march,karur vysya bank,Private Sector,6.05999999999999,20.0,73.94
34,RBL,368,0.9022,0.0897,0.0082,2023,march,rbl,Private Sector,0.8200000000000001,8.97,90.22
35,Punjab and Sind Bank,382,0.8665,0.1335,0.0,2023,march,punjab and sind bank,Public Sector,0.0,13.350000000000001,86.65
36,Tamilnad Mercantile Bank,296,0.9189,0.0743,0.0068,2023,march,tamilnad mercantile bank,Other/Cooperative,0.6799999999999999,7.430000000000001,91.89
37,DCB Bank Ltd,278,0.9209,0.0683,0.0108,2023,march,dcb bank ltd,Other/Cooperative,1.08,6.83,92.09
38,Svc co-operative bank ltd,216,0.9491,0.0509,0.0,2023,march,svc co-operative bank ltd,Other/Cooperative,0.0,5.09,94.91000000000001
39,City Union Bank,228,0.8859999999999999,0.1096,0.0044,2023,march,city union bank,Private Sector,0.44,10.96,88.6
40,Surat People Cooperative Bank,186,0.871,0.1236999999999999,0.0054,2023,march,surat people cooperative bank,Other/Cooperative,0.54,12.369999999999989,87.1
41,HSBC,129,0.9302,0.031,0.0388,2023,march,hsbc,Other/Cooperative,3.88,3.1,93.02
42,TJSB,124,0.9194,0.0806,0.0,2023,march,tjsb,Other/Cooperative,0.0,8.06,91.94
43,THE AHMEDABAD MERCANTILE CO OP BANK LTD,121,0.9091,0.0248,0.0661,2023,march,the ahmedabad mercantile co op bank ltd,Other/Cooperative,6.61,2.48,90.91
44,Jammu and Kashmir Bank,101,0.7228,0.1485,0.1286999999999999,2023,march,jammu and kashmir bank,Other/Cooperative,12.86999999999999,14.85,72.28
45,Dhanlaxmi Bank Ltd,45,0.9111,0.0889,0.0,2023,march,dhanlaxmi bank ltd,Other/Cooperative,0.0,8.89,91.11
46,Janata Sahakari Bank Ltd. Pune,36,0.9444,0.0556,0.0,2023,march,janata sahakari bank ltd. pune,Other/Cooperative,0.0,5.56,94.44
